_IDOBJ;NOM_COMPLET;THEME;LIBTHEME;CATEGORIE;LIBCATEGORIE;TYPE;LIBTYPE;STATUT;COMMUNE;ADRESSE;TELEPHONE;WEB;CODE_POSTAL;LONG_WGS84;LAT_WGS84
4011,000000000000000;Aire de covoiturage Le Paradis;10,000000000000000;DEPLACEMENT;1006,000000000000000;Aire de covoiturage;;;;COUERON;RD 91;08 11 13 01 44;www.covoiturage-nantesmetropole.fr;44220;-1,751615681513;47,205843305836
3695,000000000000000;11 Station Accueil Calvaire;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Place des Volontaires de la Défense Passive;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,560606306876;47,215599181963
3651,000000000000000;Parc en enclos CHU;10,000000000000000;DEPLACEMENT;1005,000000000000000;Parc en Enclos;;;;NANTES;Quai de Tourville;02 51 84 94 51;www.parkings-nantes.fr;44000;-1,557250233992;47,209361971599
3748,000000000000000;63 Station Accueil Jardins des Plantes;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;6 Rue Stanislas Baudry;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,544764109624;47,219931771933
282,000000000000000;Gare Fluviale Bateaux Nantais;10,000000000000000;DEPLACEMENT;1004,000000000000000;Transport en commun;100402,000000000000000;Fluvial;;NANTES;15 Place Waldeck Rousseau;02 40 14 51 14;www.bateaux-nantais.fr;44000;-1,551636739169;47,227968476642
3702,000000000000000;18 Station Abonnement et Bonus Place Viarme;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;23 Place Viarme;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,563326981143;47,221440878007
3836,000000000000000;81 Station Abonnement Mangin;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;8 Place Victor Mangin;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44200;-1,545497627403;47,201021927200
4001,000000000000000;95 Station Abonnement Michelet;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;38 Boulevard Michelet;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44300;-1,556388702048;47,235083706675
3704,000000000000000;20 Station Abonnement Bellamy;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;29 Rue Paul Bellamy;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,557659854435;47,223348795628
3952,000000000000000;85 Station Accueil et Bonus Bel Air;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;102 Rue Paul Bellamy;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,560041221375;47,226406033943
3751,000000000000000;65 Station Accueil Sully;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;7 Cours Sully;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,551684839193;47,222598818465
3729,000000000000000;44 Station Accueil Palais de Justice;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;19 Quai François Mitterrand;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44200;-1,561242453731;47,208363178205
3583,000000000000000;Parc relais tramway Morlière Paquelais;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100203,000000000000000;Libre;;ORVAULT;50 Avenue de la Paquelais;02 40 44 44 44;www.tan.fr;44700;-1,602838747224;47,247823521862
3989,000000000000000;Parking ouvrage Gare Sud 4;10,000000000000000;DEPLACEMENT;1001,000000000000000;Parking Ouvrage;100101,000000000000000;Souterrain;;NANTES;24 Mail Pablo Picasso;08 25 88 88 26;www.resaplace.com;44000;-1,537545042601;47,215209926075
3838,000000000000000;83 Station Abonnement Millerand;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;9 Boulevard Alexandre Millerand;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44200;-1,530161413494;47,208217819463
299,000000000000000;Parking ouvrage Tour Bretagne;10,000000000000000;DEPLACEMENT;1001,000000000000000;Parking Ouvrage;100103,000000000000000;Mixte;;NANTES;4 Place de Bretagne;02 51 84 94 51;www.parkings-nantes.fr;44000;-1,558201639362;47,217739419820
3760,000000000000000;74 Station Accueil Place Canclaux;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;8 Place Canclaux;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44100;-1,575006081926;47,214371684292
3721,000000000000000;36 Station Accueil Alger;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;5 Rue d'Alger;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44100;-1,566674313665;47,210705238574
3714,000000000000000;29 Station Accueil Duguay Trouin;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;7 Allée Duguay Trouin;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,555288508406;47,213461578790
3759,000000000000000;73 Station Accueil Sarradin;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;4 Place Emile Sarradin;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,570507177852;47,220883766721
3689,000000000000000;5 Station Accueil Brossard;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;12 Allée Duquesne;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,556327090290;47,218822583124
3690,000000000000000;6 Station Abonnement Place du Cirque;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;7 Allée Duquesne;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,556869629336;47,217652287732
3742,000000000000000;57 Station Abonnement Gaëtan Rondeau;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;20 Rue Gaëtan Rondeau;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44200;-1,537600139625;47,205407211862
3586,000000000000000;Parc relais tramway Beauséjour;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100203,000000000000000;Libre;;NANTES;142 Route de Vannes;02 40 44 44 44;www.tan.fr;44100;-1,587343748836;47,238413521397
3762,000000000000000;76 Station Accueil Place René Bouhier;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;8 Place René Bouhier;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44100;-1,570589286667;47,209442040964
4027,000000000000000;Station CIO;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100302,000000000000000;Marguerite;;NANTES;9 Rue de Rieux;02 40 58 44 14;www.imarguerite.com;44000;-1,544413958286;47,211299323177
3834,000000000000000;89 Station Accueil Saint-Aignan;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;65 Boulevard Saint Aignan;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44100;-1,578715096614;47,207444063946
3701,000000000000000;17 Station Accueil Sainte Elisabeth;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;3 Place Sainte Elisabeth;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,561588768418;47,219225442242
3703,000000000000000;19 Station Accueil Saint Similien;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;1 Place Saint Similien;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,558928909642;47,219835952652
4015,000000000000000;Aire de covoiturage La Herdrie;10,000000000000000;DEPLACEMENT;1006,000000000000000;Aire de covoiturage;;;;BASSE-GOULAINE;Route du Loroux Bottereau;08 11 13 01 44;www.covoiturage-nantesmetropole.fr;44115;-1,454877724785;47,198163173240
2520,000000000000000;Gare SNCF de Vertou;10,000000000000000;DEPLACEMENT;1004,000000000000000;Transport en commun;100403,000000000000000;Rail;;VERTOU;Impasse de la Gare;36 35;www.gares-connexions.com;44120;-1,478031948559;47,186143479464
3201,000000000000000;Parc relais TER Gare de Vertou Nord;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100203,000000000000000;Libre;;VERTOU;Impasse de la Gare;02 40 44 44 44;www.tan.fr;44120;-1,479161854583;47,186402376370
3744,000000000000000;59 Station Accueil Stade Saupin;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;35 Quai Malakoff;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,539639581349;47,213978001005
3765,000000000000000;79 Station Accueil Malakoff;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;13 Quai Malakoff;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,536420715916;47,213234526632
1583,000000000000000;Port Autonome de Nantes Saint Nazaire;10,000000000000000;DEPLACEMENT;1004,000000000000000;Transport en commun;100402,000000000000000;Fluvial;;NANTES;18 Quai Ernest Renaud;02 40 44 20 20;www.nantes.port.fr;44100;-1,574711354727;47,205511114895
3707,000000000000000;23 Station Accueil Buat;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;101 Rue Général Buat;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,542422643412;47,227156972600
4004,000000000000000;97 Station Accueil Saint-Donatien;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;69 Rue Général Buat;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,540402417437;47,229128762669
3777,000000000000000;Parc relais tramway Grande Ouche;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100203,000000000000000;Libre;;;;02 40 44 44 44;www.tan.fr;44340;-1,579472035256;47,181994835047
4067,000000000000000;Station Rezé Mairie;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100302,000000000000000;Marguerite;;REZE;Place Saint Pierre;02 40 58 44 14;www.imarguerite.com;44400;-1,570419110664;47,191271994374
3202,000000000000000;Parc relais TER Gare de Vertou Sud;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100203,000000000000000;Libre;;VERTOU;Rue du Bois Rigaud;02 40 44 44 44;www.tan.fr;44120;-1,478608569977;47,185749806742
2533,000000000000000;Port de Couëron;10,000000000000000;DEPLACEMENT;1004,000000000000000;Transport en commun;100402,000000000000000;Fluvial;;COUERON;Boulevard Gambetta;02 51 84 94 51;www.nge-nantes.fr;44220;-1,729959223793;47,209125688498
3549,000000000000000;Parc en enclos Gloriette 1;10,000000000000000;DEPLACEMENT;1005,000000000000000;Parc en Enclos;;;;NANTES;Allée de l'Ile Gloriette;02 51 84 94 51;www.parkings-nantes.fr;44000;-1,558438729504;47,211179655323
3582,000000000000000;Parc relais navibus Trentemoult-Dépôt;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100203,000000000000000;Libre;;REZE;Rue Ordronneau;02 40 44 44 44;www.tan.fr;44400;-1,580687686374;47,191964989509
3831,000000000000000;86 Station Accueil Hauts-Pavés;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Rue des Hauts Pavés;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,567520471822;47,225482261833
4003,000000000000000;93 Station Abonnement Facultés;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Boulevard Guy Mollet;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44300;-1,555338349805;47,246323288345
3764,000000000000000;78 Station Accueil De Gaulle;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Boulevard Général de Gaulle;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44200;-1,540568733291;47,208460378395
1581,000000000000000;Capitainerie du Port Atlantique Nantes Saint Nazaire;10,000000000000000;DEPLACEMENT;1004,000000000000000;Transport en commun;100402,000000000000000;Fluvial;;NANTES;Quai Ernest Renaud;02 40 44 20 53;www.nantes.port.fr;44100;-1,573981391341;47,205400782347
4034,000000000000000;Station Gare Maritime;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100302,000000000000000;Marguerite;;NANTES;Quai Ernest Renaud;02 40 58 44 14;www.imarguerite.com;44100;-1,572668973431;47,206530193631
3727,000000000000000;42 Station Abonnement Gare Maritime;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Quai Ernest Renaud;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44100;-1,572629532377;47,206609081175
3709,000000000000000;25 Station Abonnement Dalby;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Boulevard Ernest Dalby;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,530108457388;47,223612648875
4013,000000000000000;Aire de covoiturage Les Ormeaux;10,000000000000000;DEPLACEMENT;1006,000000000000000;Aire de covoiturage;;;;BOUAYE;Esplanade de l'Edit de Nantes;08 11 13 01 44;www.covoiturage-nantesmetropole.fr;44830;-1,682471229521;47,155885783979
3629,000000000000000;Parc relais busway Bourdonnières 1;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100202,000000000000000;Enclos;;NANTES;Boulevard de Vendée;02 40 44 44 44;www.tan.fr;44200;-1,521154294565;47,186255590967
3655,000000000000000;Parc relais busway Maraîchers;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100203,000000000000000;Libre;;VERTOU;Rue de la Grand' Maison;02 40 44 44 44;www.tan.fr;44120;-1,510859655582;47,185302793647
3649,000000000000000;Parc relais tramway Bignon;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100203,000000000000000;Libre;;ORVAULT;Rue des Verts Prés;02 40 44 44 44;www.tan.fr;44700;-1,598200225155;47,248975246611
3189,000000000000000;Parc relais tramway Le Cardo;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100201,000000000000000;Ouvrage;;ORVAULT;Esplanade du Cardo;02 40 44 44 44;www.tan.fr;44700;-1,584511980791;47,262502093615
4051,000000000000000;Gare Routière Cardo Lila;10,000000000000000;DEPLACEMENT;1004,000000000000000;Transport en commun;100404,000000000000000;Route;;ORVAULT;Esplanade du Cardo;08 25 08 71 56;www.loire-atlantique.fr/lila;44700;-1,584155102016;47,261799620373
3776,000000000000000;Parc relais tramway Marcel Paul;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100202,000000000000000;Enclos;;ST-HERBLAIN;Boulevard Marcel Paul;02 40 44 44 44;www.tan.fr;44800;-1,618008349639;47,245904569813
2374,000000000000000;Bacs de Loire entre Basse-Indre et Indret;10,000000000000000;DEPLACEMENT;1004,000000000000000;Transport en commun;100402,000000000000000;Fluvial;;INDRE;Quai Besnard;02 40 86 01 29;www.loire-atlantique.fr;44610;-1,673918470528;47,197769257259
4010,000000000000000;Aire de covoiturage Piano'cktail;10,000000000000000;DEPLACEMENT;1006,000000000000000;Aire de covoiturage;;;;BOUGUENAIS;Rue Ginsheim Gustavsburg;08 11 13 01 44;www.covoiturage-nantesmetropole.fr;44340;-1,605392717132;47,174392110639
3589,000000000000000;Parc en enclos Gare Sud 2;10,000000000000000;DEPLACEMENT;1005,000000000000000;Parc en Enclos;;;;NANTES;Quai Malakoff;08 25 88 88 26;www.resaplace.com;44000;-1,541343375842;47,214234036616
3590,000000000000000;Parc en enclos Gare Sud 2 limité 1h;10,000000000000000;DEPLACEMENT;1005,000000000000000;Parc en Enclos;;;;NANTES;Quai Malakoff;08 25 88 88 26;www.resaplace.com;44000;-1,542675138846;47,215202123295
4029,000000000000000;Station Gare SNCF Sud;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100302,000000000000000;Marguerite;;NANTES;Quai Malakoff;02 40 58 44 14;www.imarguerite.com;44000;-1,541937685118;47,214976371764
3746,000000000000000;61 Station Accueil LU Lieu Unique;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Quai Malakoff;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,545924211177;47,215602785014
3716,000000000000000;31 Station Accueil Bourse;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Allée de la Bourse;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,559105277589;47,212094380848
4002,000000000000000;94 Station Abonnement Petit Port;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Place du Huit Mai 1945;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44300;-1,556380986355;47,243262644076
288,000000000000000;Parking ouvrage Graslin;10,000000000000000;DEPLACEMENT;1001,000000000000000;Parking Ouvrage;100102,000000000000000;Elévation;;NANTES;Rue Scribe;02 51 84 94 51;www.parkings-nantes.fr;44000;-1,562571816217;47,214310210506
3730,000000000000000;45 Station Accueil Prairie au Duc;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Boulevard de la Prairie au Duc;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44200;-1,558882840172;47,204784819206
3227,000000000000000;Parc relais tramway Plaisance;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100203,000000000000000;Libre;;ST-HERBLAIN;Route de Vannes;02 40 44 44 44;www.tan.fr;44800;-1,593440523965;47,240532662020
4050,000000000000000;Gare Routière Beauséjour Lila;10,000000000000000;DEPLACEMENT;1004,000000000000000;Transport en commun;100404,000000000000000;Route;;ST-HERBLAIN;Route de Vannes;08 25 08 71 56;www.loire-atlantique.fr/lila;44100;-1,586860607155;47,238079501607
4083,000000000000000;Aire de covoiturage de la Métaierie Rouge;10,000000000000000;DEPLACEMENT;1006,000000000000000;Aire de covoiturage;;;;LA-CHAPELLE-SUR-ERDRE;VC 5;08 11 13 01 44;www.covoiturage-nantesmetropole.fr;44240;-1,546383970503;47,274442225944
3552,000000000000000;Parc relais TER Gare des Pas Enchantés;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100203,000000000000000;Libre;;ST-SEBASTIEN;Rue de la Loire;02 40 44 44 44;www.tan.fr;44230;-1,512996443075;47,208229054565
3839,000000000000000;84 Station Accueil Région;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Place Gaston Defferre;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44200;-1,525951275481;47,210753237185
3190,000000000000000;Parc relais tramway François Mitterrand;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100201,000000000000000;Ouvrage;;ST-HERBLAIN;Rue Virginia Woolf;02 40 44 44 44;www.tan.fr;44800;-1,639484143055;47,221706200870
3993,000000000000000;92 Station Abonnement Rond Point Rennes;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Rond-Point de Rennes;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,566016980776;47,233091703755
3627,000000000000000;Parc relais busway Porte de Vertou;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100202,000000000000000;Enclos;;VERTOU;Boulevard Auguste Priou;02 40 44 44 44;www.tan.fr;44120;-1,505160177649;47,180175295986
1805,000000000000000;Gare SNCF de Basse Indre St-Herblain;10,000000000000000;DEPLACEMENT;1004,000000000000000;Transport en commun;100403,000000000000000;Rail;;ST-HERBLAIN;Rue de la Gare;36 35;www.gares-connexions.com;44800;-1,660312841280;47,204083239044
3561,000000000000000;Parc relais TER Gare de Basse-Indre Saint-Herblain;10,000000000000000;DEPLACEMENT;1002,000000000000000;Parc Relais;100203,000000000000000;Libre;;ST-HERBLAIN;Rue de la Gare;02 40 44 44 44;www.tan.fr;44800;-1,661038096461;47,204157974131
3761,000000000000000;75 Station Accueil Lamoricière;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Rue Lamoricière;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44100;-1,571398998401;47,212365614395
3715,000000000000000;30 Station Abonnement Commerce;10,000000000000000;DEPLACEMENT;1003,000000000000000;Transport partagé;100301,000000000000000;Bicloo;;NANTES;Allée Brancas;01 30 79 33 44;www.bicloo.nantesmetropole.fr;44000;-1,557380722638;47,213145029425
1044,000000000000000;Parking ouvrage Cité des Congrès;10,000000000000000;DEPLACEMENT;1001,000000000000000;Parking Ouvrage;100101,000000000000000;Souterrain;;NANTES;Avenue Jean Claude Bonduelle;02 51 84 94 51;www.parkings-nantes.fr;44000;-1,543971277166;47,212901670902
